id,question_id,input_json,expected_output,is_hidden,timeout_ms
,202,"{""placeholder"": true}",TBD,FALSE,2000
,202,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,203,"{""placeholder"": true}",TBD,FALSE,2000
,203,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,204,"{""placeholder"": true}",TBD,FALSE,2000
,204,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,205,"{""placeholder"": true}",TBD,FALSE,2000
,205,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,206,"{""placeholder"": true}",TBD,FALSE,2000
,206,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,207,"{""placeholder"": true}",TBD,FALSE,2000
,207,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,208,"{""placeholder"": true}",TBD,FALSE,2000
,208,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,209,"{""placeholder"": true}",TBD,FALSE,2000
,209,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,210,"{""placeholder"": true}",TBD,FALSE,2000
,210,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,211,"{""placeholder"": true}",TBD,FALSE,2000
,211,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,212,"{""placeholder"": true}",TBD,FALSE,2000
,212,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,213,"{""nums"": [1, 1, 2, 2, 3]}",3,FALSE,2000
,213,"{""nums"": [0, 0, 1, 1, 1, 2]}",4,FALSE,2000
,213,"{""nums"": [5]}",1,TRUE,2000
,214,"{""placeholder"": true}",TBD,FALSE,2000
,214,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,215,"{""placeholder"": true}",TBD,FALSE,2000
,215,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,216,"{""nums"": [1, 2, 3, 1]}",2,FALSE,2000
,216,"{""nums"": [1, 2, 1, 3, 5, 6, 4, 2]}",5,FALSE,2000
,216,"{""nums"": [5]}",0,TRUE,2000
,217,"{""placeholder"": true}",TBD,FALSE,2000
,217,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,218,"{""placeholder"": true}",TBD,FALSE,2000
,218,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,219,"{""placeholder"": true}",TBD,FALSE,2000
,219,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,220,"{""placeholder"": true}",TBD,FALSE,2000
,220,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,221,"{""placeholder"": true}",TBD,FALSE,2000
,221,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,222,"{""placeholder"": true}",TBD,FALSE,2000
,222,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,223,"{""placeholder"": true}",TBD,FALSE,2000
,223,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,224,"{""s"": ""A man, a plan, a canal: Panama""}",true,FALSE,2000
,224,"{""s"": ""race a car""}",false,FALSE,2000
,225,"{""placeholder"": true}",TBD,FALSE,2000
,225,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,226,"{""placeholder"": true}",TBD,FALSE,2000
,226,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,227,"{""nums"": [2, 7, 11, 15, 1, 8], ""target"": 9}",0 1,FALSE,2000
,227,"{""nums"": [3, 2, 4, 6], ""target"": 6}",1 2,FALSE,2000
,227,"{""nums"": [3, 3], ""target"": 6}",0 1,TRUE,2000
,228,"{""placeholder"": true}",TBD,FALSE,2000
,228,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,229,"{""placeholder"": true}",TBD,FALSE,2000
,229,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,230,"{""placeholder"": true}",TBD,FALSE,2000
,230,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,231,"{""placeholder"": true}",TBD,FALSE,2000
,231,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,232,"{""n"": 19}",true,FALSE,2000
,232,"{""n"": 2}",false,TRUE,2000
,233,"{""placeholder"": true}",TBD,FALSE,2000
,233,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,234,"{""placeholder"": true}",TBD,FALSE,2000
,234,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,235,"{""placeholder"": true}",TBD,FALSE,2000
,235,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,236,"{""placeholder"": true}",TBD,FALSE,2000
,236,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,237,"{""s"": ""(([]){})""}",true,FALSE,2000
,237,"{""s"": ""([)]""}",false,FALSE,2000
,237,"{""s"": ""(""}",false,TRUE,2000
,237,"{""s"": ""{[]}()""}",true,TRUE,2000
,238,"{""placeholder"": true}",TBD,FALSE,2000
,238,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,239,"{""placeholder"": true}",TBD,FALSE,2000
,239,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,240,"{""placeholder"": true}",TBD,FALSE,2000
,240,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,241,"{""placeholder"": true}",TBD,FALSE,2000
,241,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,242,"{""placeholder"": true}",TBD,FALSE,2000
,242,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,243,"{""placeholder"": true}",TBD,FALSE,2000
,243,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,244,"{""placeholder"": true}",TBD,FALSE,2000
,244,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,245,"{""placeholder"": true}",TBD,FALSE,2000
,245,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,246,"{""arr"": [1, 3, 5, 6], ""target"": 5}",2,FALSE,2000
,246,"{""arr"": [1, 3, 5, 6], ""target"": 2}",1,FALSE,2000
,246,"{""arr"": [1, 3, 5, 6], ""target"": 7}",4,TRUE,2000
,246,"{""arr"": [1], ""target"": 0}",0,TRUE,2000
,247,"{""placeholder"": true}",TBD,FALSE,2000
,247,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,248,"{""nums"": [2, 0, 2, 1, 1, 0]}",0 0 1 1 2 2,FALSE,2000
,249,"{""placeholder"": true}",TBD,FALSE,2000
,249,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,250,"{""placeholder"": true}",TBD,FALSE,2000
,250,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,251,"{""placeholder"": true}",TBD,FALSE,2000
,251,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,252,"{""placeholder"": true}",TBD,FALSE,2000
,252,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,253,"{""placeholder"": true}",TBD,FALSE,2000
,253,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,254,"{""placeholder"": true}",TBD,FALSE,2000
,254,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,255,"{""placeholder"": true}",TBD,FALSE,2000
,255,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,256,"{""placeholder"": true}",TBD,FALSE,2000
,256,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,257,"{""placeholder"": true}",TBD,FALSE,2000
,257,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,258,"{""nums"": [1, 2, 3, 4]}",24 12 8 6,FALSE,2000
,258,"{""nums"": [0, 0, 2, 3, 4]}",0 0 0 0 0,TRUE,2000
,259,"{""placeholder"": true}",TBD,FALSE,2000
,259,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,260,"{""arr"": [1, 3, 5, 6, 9], ""target"": 6}",3,FALSE,2000
,260,"{""arr"": [1, 3, 5, 6, 9], ""target"": 4}",-1,TRUE,2000
,261,"{""placeholder"": true}",TBD,FALSE,2000
,261,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,262,"{""placeholder"": true}",TBD,FALSE,2000
,262,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,263,"{""placeholder"": true}",TBD,FALSE,2000
,263,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,264,"{""placeholder"": true}",TBD,FALSE,2000
,264,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,265,"{""placeholder"": true}",TBD,FALSE,2000
,265,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,266,"{""placeholder"": true}",TBD,FALSE,2000
,266,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,267,"{""placeholder"": true}",TBD,FALSE,2000
,267,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,268,"{""placeholder"": true}",TBD,FALSE,2000
,268,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,269,"{""placeholder"": true}",TBD,FALSE,2000
,269,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,270,"{""placeholder"": true}",TBD,FALSE,2000
,270,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,271,"{""n"": 10, ""pick"": 6}",6,FALSE,2000
,271,"{""n"": 1, ""pick"": 1}",1,TRUE,2000
,272,"{""placeholder"": true}",TBD,FALSE,2000
,272,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,273,"{""placeholder"": true}",TBD,FALSE,2000
,273,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,274,"{""placeholder"": true}",TBD,FALSE,2000
,274,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,275,"{""s"": ""(([]){})""}",true,FALSE,2000
,275,"{""s"": ""([)]""}",false,FALSE,2000
,275,"{""s"": ""(""}",false,TRUE,2000
,275,"{""s"": ""{[]}()""}",true,TRUE,2000
,276,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,276,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,277,"{""s"": ""abcabcbb""}",3,FALSE,2000
,277,"{""s"": ""bbbbb""}",1,FALSE,2000
,277,"{""s"": ""pwwkew""}",3,TRUE,2000
,277,"{""s"": """"}",0,TRUE,2000
,278,"{""list"": [1, 2, 3, 4, 5]}",5 4 3 2 1,FALSE,2000
,278,"{""list"": [7]}",7,TRUE,2000
,279,"{""placeholder"": true}",TBD,FALSE,2000
,279,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,280,"{""placeholder"": true}",TBD,FALSE,2000
,280,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,281,"{""placeholder"": true}",TBD,FALSE,2000
,281,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,282,"{""placeholder"": true}",TBD,FALSE,2000
,282,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,283,"{""placeholder"": true}",TBD,FALSE,2000
,283,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,284,"{""list"": [1, 2, 3, 4, 5]}",5 4 3 2 1,FALSE,2000
,284,"{""list"": [7]}",7,TRUE,2000
,285,"{""placeholder"": true}",TBD,FALSE,2000
,285,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,286,"{""placeholder"": true}",TBD,FALSE,2000
,286,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,287,"{""placeholder"": true}",TBD,FALSE,2000
,287,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,288,"{""placeholder"": true}",TBD,FALSE,2000
,288,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,289,"{""placeholder"": true}",TBD,FALSE,2000
,289,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,290,"{""nums"": [2, 7, 11, 15, 1, 8], ""target"": 9}",0 1,FALSE,2000
,290,"{""nums"": [3, 2, 4, 6], ""target"": 6}",1 2,FALSE,2000
,290,"{""nums"": [3, 3], ""target"": 6}",0 1,TRUE,2000
,291,"{""placeholder"": true}",TBD,FALSE,2000
,291,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,292,"{""placeholder"": true}",TBD,FALSE,2000
,292,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,293,"{""placeholder"": true}",TBD,FALSE,2000
,293,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,294,"{""placeholder"": true}",TBD,FALSE,2000
,294,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,295,"{""placeholder"": true}",TBD,FALSE,2000
,295,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,296,"{""placeholder"": true}",TBD,FALSE,2000
,296,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,297,"{""placeholder"": true}",TBD,FALSE,2000
,297,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,298,"{""placeholder"": true}",TBD,FALSE,2000
,298,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,299,"{""nums"": [2, 1, 2, 4]}",3 -1 3 -1,FALSE,2000
,299,"{""nums"": [1, 2, 3, 4, 3]}",1 1 1 -1 -1,TRUE,2000
,300,"{""placeholder"": true}",TBD,FALSE,2000
,300,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,301,"{""placeholder"": true}",TBD,FALSE,2000
,301,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,302,"{""placeholder"": true}",TBD,FALSE,2000
,302,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,303,"{""placeholder"": true}",TBD,FALSE,2000
,303,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,304,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,304,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,305,"{""placeholder"": true}",TBD,FALSE,2000
,305,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,306,"{""placeholder"": true}",TBD,FALSE,2000
,306,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,307,"{""placeholder"": true}",TBD,FALSE,2000
,307,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,308,"{""placeholder"": true}",TBD,FALSE,2000
,308,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,309,"{""placeholder"": true}",TBD,FALSE,2000
,309,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,310,"{""placeholder"": true}",TBD,FALSE,2000
,310,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,311,"{""nums"": [0, 1, 0, 3, 12]}",1 3 12 0 0,FALSE,2000
,311,"{""nums"": [0, 0, 0, 1]}",1 0 0 0,TRUE,2000
,312,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,312,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,313,"{""placeholder"": true}",TBD,FALSE,2000
,313,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,314,"{""s"": ""anagram"", ""t"": ""nagaram""}",true,FALSE,2000
,314,"{""s"": ""rat"", ""t"": ""car""}",false,FALSE,2000
,314,"{""s"": ""a"", ""t"": ""a""}",true,TRUE,2000
,315,"{""n"": 5, ""first_bad"": 3}",3,FALSE,2000
,315,"{""n"": 1, ""first_bad"": 1}",1,TRUE,2000
,316,"{""nums"": [1, 2, 3, 4]}",24 12 8 6,FALSE,2000
,316,"{""nums"": [0, 0, 2, 3, 4]}",0 0 0 0 0,TRUE,2000
,317,"{""placeholder"": true}",TBD,FALSE,2000
,317,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,318,"{""placeholder"": true}",TBD,FALSE,2000
,318,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,319,"{""placeholder"": true}",TBD,FALSE,2000
,319,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,320,"{""placeholder"": true}",TBD,FALSE,2000
,320,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,321,"{""placeholder"": true}",TBD,FALSE,2000
,321,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,322,"{""nums"": [0, 1, 0, 3, 12]}",1 3 12 0 0,FALSE,2000
,322,"{""nums"": [0, 0, 0, 1]}",1 0 0 0,TRUE,2000
,323,"{""placeholder"": true}",TBD,FALSE,2000
,323,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,324,"{""placeholder"": true}",TBD,FALSE,2000
,324,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,325,"{""nums"": [0, 1, 0, 3, 12]}",1 3 12 0 0,FALSE,2000
,325,"{""nums"": [0, 0, 0, 1]}",1 0 0 0,TRUE,2000
,326,"{""placeholder"": true}",TBD,FALSE,2000
,326,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,327,"{""placeholder"": true}",TBD,FALSE,2000
,327,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,328,"{""placeholder"": true}",TBD,FALSE,2000
,328,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,329,"{""placeholder"": true}",TBD,FALSE,2000
,329,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,330,"{""placeholder"": true}",TBD,FALSE,2000
,330,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,331,"{""placeholder"": true}",TBD,FALSE,2000
,331,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,332,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,332,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,333,"{""placeholder"": true}",TBD,FALSE,2000
,333,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,334,"{""placeholder"": true}",TBD,FALSE,2000
,334,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,335,"{""placeholder"": true}",TBD,FALSE,2000
,335,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,336,"{""placeholder"": true}",TBD,FALSE,2000
,336,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,337,"{""s"": ""eceba"", ""k"": 2}",3,FALSE,2000
,337,"{""s"": ""aa"", ""k"": 1}",2,TRUE,2000
,338,"{""placeholder"": true}",TBD,FALSE,2000
,338,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,339,"{""placeholder"": true}",TBD,FALSE,2000
,339,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,340,"{""s"": ""eceba"", ""k"": 2}",3,FALSE,2000
,340,"{""s"": ""aa"", ""k"": 1}",2,TRUE,2000
,341,"{""placeholder"": true}",TBD,FALSE,2000
,341,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,342,"{""placeholder"": true}",TBD,FALSE,2000
,342,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,343,"{""placeholder"": true}",TBD,FALSE,2000
,343,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,344,"{""placeholder"": true}",TBD,FALSE,2000
,344,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,345,"{""placeholder"": true}",TBD,FALSE,2000
,345,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,346,"{""placeholder"": true}",TBD,FALSE,2000
,346,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,347,"{""placeholder"": true}",TBD,FALSE,2000
,347,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,348,"{""placeholder"": true}",TBD,FALSE,2000
,348,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,349,"{""placeholder"": true}",TBD,FALSE,2000
,349,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,350,"{""placeholder"": true}",TBD,FALSE,2000
,350,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,351,"{""placeholder"": true}",TBD,FALSE,2000
,351,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,352,"{""placeholder"": true}",TBD,FALSE,2000
,352,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,353,"{""placeholder"": true}",TBD,FALSE,2000
,353,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,354,"{""placeholder"": true}",TBD,FALSE,2000
,354,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,355,"{""placeholder"": true}",TBD,FALSE,2000
,355,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,356,"{""placeholder"": true}",TBD,FALSE,2000
,356,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,357,"{""placeholder"": true}",TBD,FALSE,2000
,357,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,358,"{""placeholder"": true}",TBD,FALSE,2000
,358,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,359,"{""nums"": [2, 1, 2, 4]}",3 -1 3 -1,FALSE,2000
,359,"{""nums"": [1, 2, 3, 4, 3]}",1 1 1 -1 -1,TRUE,2000
,360,"{""placeholder"": true}",TBD,FALSE,2000
,360,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,361,"{""placeholder"": true}",TBD,FALSE,2000
,361,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,362,"{""placeholder"": true}",TBD,FALSE,2000
,362,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,363,"{""placeholder"": true}",TBD,FALSE,2000
,363,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,364,"{""placeholder"": true}",TBD,FALSE,2000
,364,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,365,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,365,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,366,"{""s"": ""abbaca""}",ca,FALSE,2000
,366,"{""s"": ""azxxzy""}",ay,TRUE,2000
,367,"{""note"": ""a"", ""magazine"": ""b""}",false,FALSE,2000
,367,"{""note"": ""aa"", ""magazine"": ""ab""}",false,FALSE,2000
,367,"{""note"": ""aa"", ""magazine"": ""aba""}",true,TRUE,2000
,368,"{""placeholder"": true}",TBD,FALSE,2000
,368,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,369,"{""nums"": [2, 0, 2, 1, 1, 0]}",0 0 1 1 2 2,FALSE,2000
,370,"{""s"": ""abbaca""}",ca,FALSE,2000
,370,"{""s"": ""azxxzy""}",ay,TRUE,2000
,371,"{""placeholder"": true}",TBD,FALSE,2000
,371,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,372,"{""placeholder"": true}",TBD,FALSE,2000
,372,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,373,"{""placeholder"": true}",TBD,FALSE,2000
,373,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,374,"{""placeholder"": true}",TBD,FALSE,2000
,374,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,375,"{""placeholder"": true}",TBD,FALSE,2000
,375,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,376,"{""placeholder"": true}",TBD,FALSE,2000
,376,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,377,"{""placeholder"": true}",TBD,FALSE,2000
,377,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,378,"{""placeholder"": true}",TBD,FALSE,2000
,378,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,379,"{""placeholder"": true}",TBD,FALSE,2000
,379,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,380,"{""placeholder"": true}",TBD,FALSE,2000
,380,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,381,"{""placeholder"": true}",TBD,FALSE,2000
,381,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,382,"{""placeholder"": true}",TBD,FALSE,2000
,382,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,383,"{""placeholder"": true}",TBD,FALSE,2000
,383,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,384,"{""s"": ""babad""}",bab,FALSE,2000
,384,"{""s"": ""cbbd""}",bb,FALSE,2000
,384,"{""s"": ""a""}",a,TRUE,2000
,385,"{""placeholder"": true}",TBD,FALSE,2000
,385,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,386,"{""placeholder"": true}",TBD,FALSE,2000
,386,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,387,"{""placeholder"": true}",TBD,FALSE,2000
,387,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,388,"{""placeholder"": true}",TBD,FALSE,2000
,388,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,389,"{""n"": 5, ""first_bad"": 3}",3,FALSE,2000
,389,"{""n"": 1, ""first_bad"": 1}",1,TRUE,2000
,390,"{""placeholder"": true}",TBD,FALSE,2000
,390,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,391,"{""n"": 10, ""pick"": 6}",6,FALSE,2000
,391,"{""n"": 1, ""pick"": 1}",1,TRUE,2000
,392,"{""placeholder"": true}",TBD,FALSE,2000
,392,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,393,"{""placeholder"": true}",TBD,FALSE,2000
,393,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,394,"{""placeholder"": true}",TBD,FALSE,2000
,394,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,395,"{""placeholder"": true}",TBD,FALSE,2000
,395,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,396,"{""s"": ""ADOBECODEBANC"", ""t"": ""ABC""}",BANC,FALSE,2000
,396,"{""s"": ""a"", ""t"": ""aa""}",,TRUE,2000
,397,"{""placeholder"": true}",TBD,FALSE,2000
,397,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,398,"{""placeholder"": true}",TBD,FALSE,2000
,398,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,399,"{""placeholder"": true}",TBD,FALSE,2000
,399,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,400,"{""nums"": [1, 3, -1, -3, 5, 3, 6, 7], ""k"": 3}","[3, 3, 5, 5, 6, 7]",FALSE,2000
,401,"{""placeholder"": true}",TBD,FALSE,2000
,401,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,402,"{""placeholder"": true}",TBD,FALSE,2000
,402,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,403,"{""placeholder"": true}",TBD,FALSE,2000
,403,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,404,"{""placeholder"": true}",TBD,FALSE,2000
,404,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,405,"{""placeholder"": true}",TBD,FALSE,2000
,405,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,406,"{""s"": ""abbaca""}",ca,FALSE,2000
,406,"{""s"": ""azxxzy""}",ay,TRUE,2000
,407,"{""placeholder"": true}",TBD,FALSE,2000
,407,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,408,"{""placeholder"": true}",TBD,FALSE,2000
,408,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
,409,"{""placeholder"": true}",TBD,FALSE,2000
,409,"{""placeholder"": true, ""hidden"": true}",TBD,TRUE,2000
